LVL,FLDNM,KNLESSONLANGNM,ESTB,SYLLABUS_DETAIL_URL,SBJTNM,DOWPD,LCTNM,ID
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=22476&lang=jp,化学Ⅱ（実験を含む）,"火1,2",井奥 洪二,22476
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=59474&lang=jp,心理学Ⅱ,火2,皆川 泰代,59474
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=00608&lang=jp,生物学Ⅱ（実験を含む）,"火1,2",古川 亮平,00608
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=15651&lang=jp,生物学Ⅱ（実験を含む）,"火1,2",糟谷 大河,15651
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=41074&lang=jp,生物学Ⅱ（実験を含む）,"火1,2",坪川 達也,41074
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=75272&lang=jp,物理学Ⅱ（実験を含む）,"火1,2",杉本 憲彦,75272
"2, 3, 4",総合教育科目系列外語学以外,日本語,文/人文,detail?ttblyr=2023&entno=01058&lang=jp,詩学Ⅱ,火2,坂手 洋二,01058
"2, 3, 4",総合教育科目系列外語学,日本語,文/人文,detail?ttblyr=2023&entno=05508&lang=jp,英語インテンシブⅣＤ（セ）,火2,ミィニョォン， テーラー Ｅ．,05508
"2, 3, 4",総合教育科目系列外語学,英語,文/人文,detail?ttblyr=2023&entno=01627&lang=jp,現代ギリシア語初級Ⅱ,火2,ダチカ， エレニ,01627
1,総合教育科目系列外語学,日本語,文/人文,detail?ttblyr=2023&entno=35396&lang=jp,古典ギリシア語初級Ⅱ,火2,大塚 英樹,35396
"2, 3, 4",総合教育科目系列外語学,日本語,文/人文,detail?ttblyr=2023&entno=65588&lang=jp,ドイツ語初級Ⅱ（セ）,火2,會田 素子,65588
"2, 3, 4",総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=81879&lang=jp,孤独と共生Ⅱ,火2,佐川 徹 他,81879
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=08985&lang=jp,英書講読Ⅱ,火2,辻 秀雄,08985
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=01890&lang=jp,応用情報処理Ⅱ（Excel）,火2,門脇 夏紀,01890
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=17364&lang=jp,博物館と教育（Ｂ）,火2,橋本 まゆ,17364
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=00358&lang=jp,科学の哲学Ⅰ,火2,田中 泉吏,00358
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=00563&lang=jp,宗教の哲学Ⅰ,火2,上枝 美典,00563
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｃ,日本語,文/人哲,detail?ttblyr=2023&entno=04569&lang=jp,哲学倫理学特殊ⅠＩ（哲学専攻用）,火2,峯島 宏次 他,04569
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=09685&lang=jp,科学の哲学Ⅱ,火2,田中 泉吏,09685
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=09192&lang=jp,宗教の哲学Ⅱ,火2,上枝 美典,09192
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｃ,日本語,文/人哲,detail?ttblyr=2023&entno=11199&lang=jp,哲学倫理学特殊ⅡＩ（哲学専攻用）,火2,峯島 宏次 他,11199
"2, 3, 4",専門教育科目倫理学専攻選択必修Ａ,日本語,文/人倫,detail?ttblyr=2023&entno=04573&lang=jp,哲学倫理学特殊ⅠＩ（倫理学専攻用）,火2,峯島 宏次 他,04573
"2, 3, 4",専門教育科目倫理学専攻選択必修Ａ,日本語,文/人倫,detail?ttblyr=2023&entno=11203&lang=jp,哲学倫理学特殊ⅡＩ（倫理学専攻用）,火2,峯島 宏次 他,11203
"2, 3, 4",専門教育科目美学美術史学専攻選択必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=98670&lang=jp,美術史特殊ⅠＦ,火2,林 温,98670
"2, 3, 4",専門教育科目美学美術史学専攻選択必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=98058&lang=jp,美術史特殊ⅠＧ,火2,本間 友,98058
"2, 3, 4",専門教育科目美学美術史学専攻選択必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=05460&lang=jp,美術史特殊ⅠＩ,火2,佐藤 サアラ,05460
"2, 3, 4",専門教育科目美学美術史学専攻研究会（３年生）,日本語,文/人美,detail?ttblyr=2023&entno=03070&lang=jp,美学美術史学研究会Ⅰ,火2,福田 弥,03070
"2, 3, 4",専門教育科目美学美術史学専攻研究会（４年生）,日本語,文/人美,detail?ttblyr=2023&entno=03084&lang=jp,美学美術史学研究会Ⅲ,火2,福田 弥,03084
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=00908&lang=jp,芸術学Ｆ,火2,松澤 慶信,00908
"2, 3, 4",専門教育科目美学美術史学専攻選択必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=10470&lang=jp,美術史特殊ⅡＡ,火2,荒木 文果,10470
"2, 3, 4",専門教育科目美学美術史学専攻選択必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=07606&lang=jp,美術史特殊ⅡＦ,火2,林 温,07606
"2, 3, 4",専門教育科目美学美術史学専攻選択必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=04057&lang=jp,美術史特殊ⅡＧ,火2,本間 友,04057
"2, 3, 4",専門教育科目美学美術史学専攻選択必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=10704&lang=jp,美術史特殊ⅡＬ,火2,桑原 夏子,10704
"2, 3, 4",専門教育科目美学美術史学専攻研究会（３年生）,日本語,文/人美,detail?ttblyr=2023&entno=64414&lang=jp,美学美術史学研究会Ⅱ,火2,福田 弥,64414
"2, 3, 4",専門教育科目美学美術史学専攻研究会（４年生）,日本語,文/人美,detail?ttblyr=2023&entno=64763&lang=jp,美学美術史学研究会Ⅳ,火2,福田 弥,64763
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｂ,日本語,文/人日,detail?ttblyr=2023&entno=65463&lang=jp,日本史特殊ⅠＣ,火2,十川 陽一,65463
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｂ,日本語,文/人日,detail?ttblyr=2023&entno=02198&lang=jp,日本史特殊ⅠＧ,火2,前田 廉孝,02198
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｃ,日本語,文/人日,detail?ttblyr=2023&entno=98574&lang=jp,日本史演習ⅠＤ（セ）,火2,中島 圭一 他,98574
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｃ,日本語,文/人日,detail?ttblyr=2023&entno=06796&lang=jp,日本史演習ⅠＪ（セ）,火2,林 晃弘,06796
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｂ,日本語,文/人日,detail?ttblyr=2023&entno=07630&lang=jp,日本史特殊ⅡＣ,火2,十川 陽一,07630
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｂ,日本語,文/人日,detail?ttblyr=2023&entno=10484&lang=jp,日本史特殊ⅡＧ,火2,前田 廉孝,10484
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｃ,日本語,文/人日,detail?ttblyr=2023&entno=98282&lang=jp,日本史演習ⅡＤ（セ）,火2,中島 圭一 他,98282
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｃ,日本語,文/人日,detail?ttblyr=2023&entno=06485&lang=jp,日本史演習ⅡＪ（セ）,火2,林 晃弘,06485
"2, 3, 4",専門教育科目東洋史学専攻必修Ｂ,日本語,文/人東,detail?ttblyr=2023&entno=04827&lang=jp,東洋史講読ⅠＡ（要）,火2,勝沼 聡,04827
"2, 3, 4",専門教育科目東洋史学専攻選択必修Ａ,日本語,文/人東,detail?ttblyr=2023&entno=02805&lang=jp,東洋史特殊ⅠＦ,火2,辻 明日香,02805
"2, 3, 4",専門教育科目東洋史学専攻必修Ｂ,日本語,文/人東,detail?ttblyr=2023&entno=99805&lang=jp,東洋史講読ⅡＡ（要）,火2,勝沼 聡,99805
"2, 3, 4",専門教育科目西洋史学専攻必修Ｄ,日本語,文/人西,detail?ttblyr=2023&entno=94674&lang=jp,西洋史概説Ⅴ,火2,山道 佳子,94674
"2, 3, 4",専門教育科目西洋史学専攻選択必修Ａ,日本語,文/人西,detail?ttblyr=2023&entno=97745&lang=jp,西洋史特殊ⅠＡ,火2,永山 のどか,97745
"2, 3, 4",専門教育科目西洋史学専攻必修Ｄ,日本語,文/人西,detail?ttblyr=2023&entno=08105&lang=jp,西洋史概説Ⅵ,火2,山道 佳子,08105
"2, 3, 4",専門教育科目西洋史学専攻選択必修Ａ,日本語,文/人西,detail?ttblyr=2023&entno=09245&lang=jp,西洋史特殊ⅡＡ,火2,永山 のどか,09245
"2, 3, 4",専門教育科目民族学考古学専攻選択必修Ｂ,日本語,文/人民,detail?ttblyr=2023&entno=00376&lang=jp,人類学概論Ⅰ,火2,河野 礼子,00376
"2, 3, 4",専門教育科目民族学考古学専攻選択必修Ｂ,日本語,文/人民,detail?ttblyr=2023&entno=00361&lang=jp,民族学Ⅰ,火2,山口 徹,00361
"2, 3, 4",専門教育科目民族学考古学専攻選択必修Ｂ,日本語,文/人民,detail?ttblyr=2023&entno=97860&lang=jp,人類学概論Ⅱ,火2,河野 礼子,97860
"2, 3, 4",専門教育科目民族学考古学専攻選択必修Ｂ,日本語,文/人民,detail?ttblyr=2023&entno=96791&lang=jp,民族学Ⅱ,火2,深山 直子,96791
"2, 3, 4",専門教育科目国文学専攻選択必修Ｄ,日本語,文/人国,detail?ttblyr=2023&entno=96586&lang=jp,国文学演習ⅩⅠ（セ）,火2,恋田 知子,96586
"2, 3, 4",専門教育科目国文学専攻選択必修Ｄ,日本語,文/人国,detail?ttblyr=2023&entno=96605&lang=jp,国文学演習ⅩⅡ（セ）,火2,恋田 知子,96605
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=03596&lang=jp,英語学演習Ⅰ,火2,奥 聡一郎,03596
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=64964&lang=jp,英文学演習Ⅰ,火2,高橋 勇,64964
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=98335&lang=jp,英文学演習ⅩⅢ,火2,井出 新,98335
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=98263&lang=jp,米文学演習ⅩⅠ,火2,辻 佐保子,98263
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=03759&lang=jp,アカデミック・ライティングⅠＡ,火2,小泉 由美子,03759
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=95025&lang=jp,英文学Ⅶ,火2,坂本 光,95025
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=09776&lang=jp,英語学演習Ⅱ,火2,奥 聡一郎,09776
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=09499&lang=jp,英文学演習ⅩⅣ,火2,井出 新,09499
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=08220&lang=jp,英文学演習Ⅱ,火2,高橋 勇,08220
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=08708&lang=jp,米文学演習ⅩⅡ,火2,辻 佐保子,08708
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=11476&lang=jp,アカデミック・ライティングⅡＡ,火2,小泉 由美子,11476
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=08124&lang=jp,英文学Ⅷ,火2,坂本 光,08124
"2, 3, 4",専門教育科目独文学専攻必修Ｄ,日本語,文/人独,detail?ttblyr=2023&entno=95360&lang=jp,ドイツ語学演習Ⅰ,火2,田中 愼,95360
"2, 3, 4",専門教育科目独文学専攻必修Ｄ,日本語,文/人独,detail?ttblyr=2023&entno=08272&lang=jp,ドイツ語学演習Ⅱ,火2,田中 愼,08272
"2, 3, 4",専門教育科目仏文学専攻専門コース（選択必修Ｃ）,日本語,文/人仏,detail?ttblyr=2023&entno=04516&lang=jp,フランス語学演習Ⅶ,火2,喜田 浩平,04516
"2, 3, 4",専門教育科目仏文学専攻専門コース（選択必修Ｃ）,日本語,文/人仏,detail?ttblyr=2023&entno=05895&lang=jp,フランス語学演習Ⅷ,火2,喜田 浩平,05895
"2, 3, 4",専門教育科目図書館・情報学専攻情報メディアコース（必修）(11学則) / 専門教育科目図書館・情報学専攻情報管理コース（必修）(11学則) / 専門教育科目図書館・情報学専攻図書館コース（必修）(11学則),日本語,文/人図,detail?ttblyr=2023&entno=89698&lang=jp,図書館・情報学研究調査入門,火2,岸田 和明 他,89698
"2, 3, 4",専門教育科目社会学専攻必修Ｂ,日本語,文/人社,detail?ttblyr=2023&entno=65425&lang=jp,社会調査Ⅲ（要）,火2,樫尾 直樹,65425
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=97970&lang=jp,社会学特殊Ⅶ,火2,鳥越 信吾,97970
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=11806&lang=jp,社会心理学特殊Ⅷ,火2,塚田 修一,11806
"2, 3, 4",専門教育科目社会学専攻必修Ｂ,日本語,文/人社,detail?ttblyr=2023&entno=86149&lang=jp,社会調査Ⅳ（要）,火2,樫尾 直樹,86149
"2, 3, 4",専門教育科目社会学専攻選択科目,日本語,文/人社,detail?ttblyr=2023&entno=00429&lang=jp,社会学文献研究ⅡＡ,火2,近森 高明 他,00429
"2, 3, 4",専門教育科目心理学専攻選択必修,日本語,文/人心,detail?ttblyr=2023&entno=12013&lang=jp,認知神経科学,火2,梅田 聡,12013
"2, 3, 4",専門教育科目教育学専攻選択必修,日本語,文/人教,detail?ttblyr=2023&entno=06997&lang=jp,教育学特殊ⅩⅡ,火2,荻巣 崇世,06997
"2, 3, 4",専門教育科目教育学専攻選択必修,日本語,文/人教,detail?ttblyr=2023&entno=07018&lang=jp,教育学特殊ⅩⅣ,火2,安藤 寿康,07018
"2, 3, 4",専門教育科目教育学専攻選択必修,日本語,文/人教,detail?ttblyr=2023&entno=96940&lang=jp,教育学特殊Ⅵ,火2,堤 優貴,96940
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=63040&lang=jp,人間科学研究法ⅠＡ（計量と解析）,火2,織田 輝哉,63040
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=63915&lang=jp,人間科学特殊ⅩⅨＡ（パーソナリティ心理学Ⅰ）,火2,木島 伸彦,63915
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=00672&lang=jp,人間科学研究法ⅡＡ（計量と解析）,火2,織田 輝哉,00672
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=20955&lang=jp,人間科学特殊ⅩⅩＡ（パーソナリティ心理学Ⅱ）,火2,木島 伸彦,20955
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=27095&lang=jp,英語Ⅰ中級,火3,小川 真理,27095
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=64719&lang=jp,英語Ⅰ中級,火3,沼田 香穂里,64719
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=66358&lang=jp,英語Ⅰ中級,火3,近藤 真彫,66358
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=66836&lang=jp,英語Ⅰ中級発展,火3,高橋 宣也,66836
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=60641&lang=jp,英語Ⅰ最上級,火3,バナード， ピーター,60641
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=00420&lang=jp,英語Ⅲ中級（セ）,火3,白鳥 義博,00420
"2, 3, 4",必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=64653&lang=jp,英語Ⅲ中級（セ）,火3,須田 紀子,64653
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=64869&lang=jp,英語Ⅲ中級（セ）,火3,藤原 雅子,64869
"2, 3, 4",必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=94990&lang=jp,英語Ⅲ中級発展（セ）,火3,ウォン， ミッシェル,94990
"2, 3, 4",必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=97051&lang=jp,英語Ⅲ中級発展（セ）,火3,佐藤 理佳,97051
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=64848&lang=jp,ドイツ語Ⅰ（Ｂ）,火3,滝藤 早苗,64848
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=66874&lang=jp,ドイツ語Ⅰ（Ａ）,火3,香田 芳樹,66874
"2, 3, 4",必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=96825&lang=jp,ドイツ語Ⅲ（Ｄ）（セ）,火3,栗田 くり菜,96825
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=67957&lang=jp,フランス語Ⅰ（Ａ）,火3,大嶌 健太郎,67957
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=68221&lang=jp,フランス語Ⅰ（Ａ）,火3,竹中 公二,68221
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=68236&lang=jp,フランス語Ⅰ（Ａ）,火3,西野 絢子,68236
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=68365&lang=jp,フランス語Ⅰ（Ａ）,火3,西部 由里子,68365
"2, 3, 4",必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=03649&lang=jp,フランス語ⅢＢ（セ）,火3,藤村 均,03649
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=64173&lang=jp,中国語Ⅰ（Ａ）,火3,須山 哲治,64173
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=67077&lang=jp,中国語Ⅰ（Ａ）,火3,石川 就彦,67077
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=67407&lang=jp,中国語Ⅰ（Ａ）,火3,吉永 壮介,67407
