LVL,FLDNM,KNLESSONLANGNM,ESTB,SYLLABUS_DETAIL_URL,SBJTNM,DOWPD,LCTNM,ID
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=96423&lang=jp,英語学演習Ⅴ,水1,平賀 優子,96423
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=03763&lang=jp,アカデミック・ライティングⅠＢ,水1,沢村 静,03763
"2, 3, 4",専門教育科目英米文学専攻必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=08110&lang=jp,英文学史Ⅱ,水1,原田 範行 他,08110
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=08841&lang=jp,英語学演習Ⅵ,水1,平賀 優子,08841
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=11495&lang=jp,アカデミック・ライティングⅡＢ,水1,沢村 静,11495
"2, 3, 4",専門教育科目仏文学専攻専門コース（選択必修Ｃ）,日本語,文/人仏,detail?ttblyr=2023&entno=06758&lang=jp,フランス語学演習Ⅳ,水1,芦野 文武,06758
"2, 3, 4",専門教育科目図書館・情報学専攻必修（２年生）,日本語,文/人図,detail?ttblyr=2023&entno=84859&lang=jp,情報管理基礎Ⅱ（Ａ）,水1,宮田 洋輔,84859
"2, 3, 4",専門教育科目図書館・情報学専攻必修（２年生）,日本語,文/人図,detail?ttblyr=2023&entno=97889&lang=jp,情報メディア基礎Ⅱ（Ｂ）,水1,上岡 真紀子,97889
"2, 3, 4",専門教育科目図書館・情報学専攻情報メディアコース（指定選択）(11学則) / 専門教育科目図書館・情報学専攻情報メディアコース（必修）(11学則) / 専門教育科目図書館・情報学専攻情報管理コース（必修）(11学則) / 専門教育科目図書館・情報学専攻情報検索コース（必修）(11学則) / 専門教育科目図書館・情報学専攻図書館コース（必修）(11学則),日本語,文/人図,detail?ttblyr=2023&entno=94511&lang=jp,情報資源組織論,水1,谷口 祥一,94511
"2, 3, 4",専門教育科目図書館・情報学専攻必修（２年生）,日本語,文/人図,detail?ttblyr=2023&entno=84844&lang=jp,情報管理基礎Ⅰ,水1,岸田 和明,84844
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=11093&lang=jp,社会学特殊Ⅳ,水1,武田 俊輔,11093
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=03376&lang=jp,教育学演習Ⅰ（３年）（要）,水1,松浦 良充,03376
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=03983&lang=jp,教育学演習Ⅰ（３年）（要）,水1,川本 哲也,03983
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=11715&lang=jp,教育学演習Ⅰ（３年）（要）,水1,真壁 宏幹,11715
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=94894&lang=jp,教育学演習Ⅰ（３年）（要）,水1,渡邊 福太郎,94894
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=95030&lang=jp,教育学演習Ⅰ（３年）（要）,水1,綾井 桜子,95030
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=03395&lang=jp,教育学演習Ⅲ（４年）（要）,水1,松浦 良充,03395
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=03620&lang=jp,教育学演習Ⅲ（４年）（要）,水1,川本 哲也,03620
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=11720&lang=jp,教育学演習Ⅲ（４年）（要）,水1,真壁 宏幹,11720
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=94909&lang=jp,教育学演習Ⅲ（４年）（要）,水1,渡邊 福太郎,94909
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=95044&lang=jp,教育学演習Ⅲ（４年）（要）,水1,綾井 桜子,95044
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=05747&lang=jp,教育学研究会Ⅰ（要）,水1,藤澤 啓子,05747
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=05751&lang=jp,教育学研究会Ⅲ（要）,水1,藤澤 啓子,05751
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=07773&lang=jp,教育学演習Ⅱ（３年）（要）,水1,渡邊 福太郎,07773
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=08139&lang=jp,教育学演習Ⅱ（３年）（要）,水1,綾井 桜子,08139
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=10761&lang=jp,教育学演習Ⅱ（３年）（要）,水1,松浦 良充,10761
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=11882&lang=jp,教育学演習Ⅱ（３年）（要）,水1,川本 哲也,11882
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=12051&lang=jp,教育学演習Ⅱ（３年）（要）,水1,真壁 宏幹,12051
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=07788&lang=jp,教育学演習Ⅳ（４年）（要）,水1,渡邊 福太郎,07788
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=08143&lang=jp,教育学演習Ⅳ（４年）（要）,水1,綾井 桜子,08143
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=10776&lang=jp,教育学演習Ⅳ（４年）（要）,水1,松浦 良充,10776
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=11897&lang=jp,教育学演習Ⅳ（４年）（要）,水1,川本 哲也,11897
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=12066&lang=jp,教育学演習Ⅳ（４年）（要）,水1,真壁 宏幹,12066
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=11552&lang=jp,教育学研究会Ⅱ（要）,水1,藤澤 啓子,11552
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=10446&lang=jp,教育学研究会Ⅳ（要）,水1,藤澤 啓子,10446
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=63399&lang=jp,人間科学研究法ⅢＡ（測定と記述）,水1,平石 界,63399
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=00687&lang=jp,人間科学研究法ⅣＡ（データ解析）,水1,平石 界,00687
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=65438&lang=jp,英語Ⅰ基礎,水2,井口 篤,65438
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=64829&lang=jp,英語Ⅰ中級,水2,堀 美里,64829
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=66396&lang=jp,英語Ⅰ中級,水2,ロリエ， ジョエル,66396
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=66468&lang=jp,英語Ⅰ中級,水2,坂本 光,66468
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=97248&lang=jp,英語Ⅲ中級（セ）,水2,小林 亜紀子,97248
1,必修語学科目ドイツ語,その他,文/人文,detail?ttblyr=2023&entno=68308&lang=jp,ドイツ語Ⅰ上級（Ｃ）,水2,アインス， ヴィーラント,68308
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=25260&lang=jp,フランス語Ⅰ（Ｃ）,水2,前島 アンヌ・マリー,25260
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=65696&lang=jp,フランス語Ⅰ（Ｃ）,水2,ソヴグラン シルヴァン,65696
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=68494&lang=jp,フランス語Ⅰ（Ｂ）,水2,森 千夏,68494
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=26400&lang=jp,中国語Ⅰ（Ｃ）,水2,容 文育,26400
"2, 3, 4",必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=98589&lang=jp,中国語ⅢＡ（セ）,水2,土屋 肇枝,98589
1,必修語学科目スペイン語,日本語,文/人文,detail?ttblyr=2023&entno=08207&lang=jp,スペイン語Ⅰ（Ｂ）,水2,諸星 妙,08207
1,必修語学科目スペイン語,日本語,文/人文,detail?ttblyr=2023&entno=65863&lang=jp,スペイン語Ⅰ（Ｂ）,水2,金子 奈美,65863
"2, 3, 4",必修語学科目イタリア語,日本語,文/人文,detail?ttblyr=2023&entno=12506&lang=jp,イタリア語Ⅰ（Ｄ）（セ）,水2,長谷川 悠里,12506
1,必修語学科目イタリア語,日本語,文/人文,detail?ttblyr=2023&entno=66051&lang=jp,イタリア語Ⅰ（Ｂ）,水2,古田 耕史,66051
1,必修語学科目イタリア語,日本語,文/人文,detail?ttblyr=2023&entno=67230&lang=jp,イタリア語Ⅰ（Ｂ）,水2,森田 華奈子,67230
1,必修語学科目韓国語,日本語,文/人文,detail?ttblyr=2023&entno=12134&lang=jp,韓国語Ⅰ（Ｃ）,水2,李 瓊,12134
1,必修語学科目ロシア語,日本語,文/人文,detail?ttblyr=2023&entno=68619&lang=jp,ロシア語Ⅰ（Ｃ）,水2,ノビコバ， ナターリア,68619
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=20162&lang=jp,音楽Ⅰ,水2,福中 冬子,20162
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=83368&lang=jp,文学Ⅰ,水2,津田 眞弓,83368
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=02440&lang=jp,歴史Ⅰ,水2,新井 和広,02440
1,総合教育科目人文科学系列特論,日本語,文/人文,detail?ttblyr=2023&entno=85098&lang=jp,人文科学特論Ⅰ（西洋史）,水2,神崎 忠昭,85098
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=11654&lang=jp,政治学Ⅰ,水2,吉田 龍太郎,11654
1,総合教育科目社会科学系列特論,日本語,文/人文,detail?ttblyr=2023&entno=53639&lang=jp,社会科学特論Ⅰ（人間科学）,水2,菅 さやか,53639
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=22825&lang=jp,化学Ⅰ（実験を含む）,"水1,2",土居 志織,22825
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=60417&lang=jp,化学Ⅰ（実験を含む）,"水1,2",志村 正,60417
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=45412&lang=jp,自然地理学Ⅰ,水2,丹羽 雄一,45412
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=59489&lang=jp,心理学Ⅰ,水2,板口 典弘,59489
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=01371&lang=jp,人類学Ⅰ,水2,河野 礼子,01371
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=23855&lang=jp,数学Ⅰ,水2,丸山 文綱,23855
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=23324&lang=jp,生物学Ⅰ（実験を含む）,"水1,2",有川 智己,23324
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=23860&lang=jp,生物学Ⅰ（実験を含む）,"水1,2",上村 佳孝,23860
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=31520&lang=jp,生物学Ⅰ（実験を含む）,"水1,2",倉石 立,31520
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=70228&lang=jp,生物学Ⅰ（実験を含む）,"水1,2",小野 裕剛,70228
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=01773&lang=jp,物理学Ⅰ（実験を含む）,"水1,2",猪谷 太輔,01773
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=52063&lang=jp,物理学Ⅰ（実験を含む）,"水1,2",小林 宏充,52063
"2, 3, 4",総合教育科目系列外語学以外,日本語,文/人文,detail?ttblyr=2023&entno=97654&lang=jp,映画演劇論Ⅰ,水2,津崎 正行,97654
1,総合教育科目系列外語学以外,日本語,文/人文,detail?ttblyr=2023&entno=30997&lang=jp,基礎情報処理（Ｄ）,水2,福島 幸宏,30997
"2, 3, 4",総合教育科目系列外語学,日本語,文/人文,detail?ttblyr=2023&entno=65956&lang=jp,イタリア語初級ⅠＡ,水2,長谷川 悠里,65956
"2, 3, 4",総合教育科目系列外語学,日本語,文/人文,detail?ttblyr=2023&entno=03705&lang=jp,ラテン語初級Ⅰ,水2,大塚 英樹,03705
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=14400&lang=jp,地域文化論Ⅰ,水2,熊野谷 葉子,14400
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=01589&lang=jp,応用情報処理Ⅰ（テキスト処理）,水2,中島 玲子,01589
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=02920&lang=jp,カウンセリング概論Ⅰ,水2,中村 裕子,02920
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=97874&lang=jp,言語学特殊Ⅸ,水2,小野 尚之,97874
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=64446&lang=jp,英語Ⅱ基礎,水2,井口 篤,64446
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=65055&lang=jp,英語Ⅱ中級,水2,ロリエ， ジョエル,65055
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=65112&lang=jp,英語Ⅱ中級,水2,堀 美里,65112
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=66047&lang=jp,英語Ⅱ中級,水2,坂本 光,66047
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=97582&lang=jp,英語Ⅳ中級（セ）,水2,小林 亜紀子,97582
1,必修語学科目ドイツ語,その他,文/人文,detail?ttblyr=2023&entno=66912&lang=jp,ドイツ語Ⅱ上級（Ｃ）,水2,アインス， ヴィーラント,66912
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=25729&lang=jp,フランス語Ⅱ（Ｃ）,水2,前島 アンヌ・マリー,25729
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=65715&lang=jp,フランス語Ⅱ（Ｃ）,水2,ソヴグラン シルヴァン,65715
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=68509&lang=jp,フランス語Ⅱ（Ｂ）,水2,森 千夏,68509
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=26581&lang=jp,中国語Ⅱ（Ｃ）,水2,容 文育,26581
"2, 3, 4",必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=97142&lang=jp,中国語ⅣＡ（セ）,水2,土屋 肇枝,97142
1,必修語学科目スペイン語,日本語,文/人文,detail?ttblyr=2023&entno=08226&lang=jp,スペイン語Ⅱ（Ｂ）,水2,諸星 妙,08226
1,必修語学科目スペイン語,日本語,文/人文,detail?ttblyr=2023&entno=67464&lang=jp,スペイン語Ⅱ（Ｂ）,水2,金子 奈美,67464
"2, 3, 4",必修語学科目イタリア語,日本語,文/人文,detail?ttblyr=2023&entno=12525&lang=jp,イタリア語Ⅱ（Ｄ）（セ）,水2,長谷川 悠里,12525
1,必修語学科目イタリア語,日本語,文/人文,detail?ttblyr=2023&entno=66138&lang=jp,イタリア語Ⅱ（Ｂ）,水2,森田 華奈子,66138
1,必修語学科目イタリア語,日本語,文/人文,detail?ttblyr=2023&entno=67191&lang=jp,イタリア語Ⅱ（Ｂ）,水2,古田 耕史,67191
1,必修語学科目韓国語,日本語,文/人文,detail?ttblyr=2023&entno=12149&lang=jp,韓国語Ⅱ（Ｃ）,水2,李 瓊,12149
1,必修語学科目ロシア語,日本語,文/人文,detail?ttblyr=2023&entno=68623&lang=jp,ロシア語Ⅱ（Ｃ）,水2,ノビコバ， ナターリア,68623
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=20583&lang=jp,音楽Ⅱ,水2,福中 冬子,20583
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=74534&lang=jp,美術Ⅱ,水2,山根 千明,74534
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=83793&lang=jp,文学Ⅱ,水2,津田 眞弓,83793
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=24149&lang=jp,歴史Ⅱ,水2,石川 博樹,24149
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=61614&lang=jp,歴史Ⅱ,水2,新井 和広,61614
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=11028&lang=jp,政治学Ⅱ,水2,吉田 龍太郎,11028
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=19712&lang=jp,地理学Ⅱ,水2,山本 真紗子,19712
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=40431&lang=jp,化学Ⅱ（実験を含む）,"水1,2",土居 志織,40431
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=40522&lang=jp,化学Ⅱ（実験を含む）,"水1,2",志村 正,40522
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=45465&lang=jp,自然地理学Ⅱ,水2,丹羽 雄一,45465
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=58114&lang=jp,心理学Ⅱ,水2,板口 典弘,58114
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=07770&lang=jp,人類学Ⅱ,水2,河野 礼子,07770
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=23233&lang=jp,数学Ⅱ,水2,丸山 文綱,23233
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=28379&lang=jp,生物学Ⅱ（実験を含む）,"水1,2",有川 智己,28379
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=29045&lang=jp,生物学Ⅱ（実験を含む）,"水1,2",倉石 立,29045
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=41203&lang=jp,生物学Ⅱ（実験を含む）,"水1,2",上村 佳孝,41203
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=52264&lang=jp,生物学Ⅱ（実験を含む）,"水1,2",小野 裕剛,52264
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=06737&lang=jp,物理学Ⅱ（実験を含む）,"水1,2",小林 宏充,06737
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=52044&lang=jp,物理学Ⅱ（実験を含む）,"水1,2",猪谷 太輔,52044
1,総合教育科目系列外語学以外,英語,文/人文,detail?ttblyr=2023&entno=93881&lang=jp,アカデミック・リテラシー,水2,ヴァーラ， エイドリアン Ｍ．,93881
"2, 3, 4",総合教育科目系列外語学以外,日本語,文/人文,detail?ttblyr=2023&entno=95867&lang=jp,映画演劇論Ⅱ,水2,津崎 正行,95867
1,総合教育科目系列外語学以外,日本語,文/人文,detail?ttblyr=2023&entno=08228&lang=jp,基礎情報処理（Ｈ）,水2,福島 幸宏,08228
"2, 3, 4",総合教育科目系列外語学,日本語,文/人文,detail?ttblyr=2023&entno=63422&lang=jp,イタリア語初級ⅡＡ,水2,長谷川 悠里,63422
"2, 3, 4",総合教育科目系列外語学,日本語,文/人文,detail?ttblyr=2023&entno=36028&lang=jp,ラテン語初級Ⅱ,水2,大塚 英樹,36028
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=14414&lang=jp,地域文化論Ⅱ,水2,熊野谷 葉子,14414
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=12157&lang=jp,カウンセリング概論Ⅱ,水2,中村 裕子,12157
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=14547&lang=jp,言語学特殊Ⅹ,水2,小野 尚之,14547
"2, 3, 4",専門教育科目哲学専攻基礎コース　必修Ａ,日本語,文/人哲,detail?ttblyr=2023&entno=02934&lang=jp,哲学倫理学原典講読Ⅰ（仏）（哲学専攻用）,水2,平井 靖史,02934
"2, 3, 4",専門教育科目哲学専攻基礎コース　必修Ａ,日本語,文/人哲,detail?ttblyr=2023&entno=97893&lang=jp,哲学倫理学原典講読Ⅰ（独）（哲学専攻用）,水2,荒畑 靖宏,97893
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=00362&lang=jp,形而上学Ⅰ,水2,斎藤 慶典,00362
"2, 3, 4",専門教育科目哲学専攻専門コース　研究会（３年生）,日本語,文/人哲,detail?ttblyr=2023&entno=02949&lang=jp,哲学研究会Ⅰ,水2,上枝 美典,02949
"2, 3, 4",専門教育科目哲学専攻専門コース　研究会（３年生）,日本語,文/人哲,detail?ttblyr=2023&entno=03816&lang=jp,哲学研究会Ⅰ,水2,柏端 達也,03816
"2, 3, 4",専門教育科目哲学専攻専門コース　研究会（４年生）,日本語,文/人哲,detail?ttblyr=2023&entno=01809&lang=jp,哲学研究会Ⅲ,水2,上枝 美典,01809
"2, 3, 4",専門教育科目哲学専攻専門コース　研究会（４年生）,日本語,文/人哲,detail?ttblyr=2023&entno=03835&lang=jp,哲学研究会Ⅲ,水2,柏端 達也,03835
"2, 3, 4",専門教育科目哲学専攻基礎コース　必修Ａ,日本語,文/人哲,detail?ttblyr=2023&entno=09427&lang=jp,哲学倫理学原典講読Ⅱ（独）（哲学専攻用）,水2,荒畑 靖宏,09427
"2, 3, 4",専門教育科目哲学専攻基礎コース　必修Ａ,日本語,文/人哲,detail?ttblyr=2023&entno=10264&lang=jp,哲学倫理学原典講読Ⅱ（仏）（哲学専攻用）,水2,平井 靖史,10264
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=09690&lang=jp,形而上学Ⅱ,水2,斎藤 慶典,09690
"2, 3, 4",専門教育科目哲学専攻専門コース　研究会（３年生）,日本語,文/人哲,detail?ttblyr=2023&entno=09283&lang=jp,哲学研究会Ⅱ,水2,柏端 達也,09283
"2, 3, 4",専門教育科目哲学専攻専門コース　研究会（３年生）,日本語,文/人哲,detail?ttblyr=2023&entno=10279&lang=jp,哲学研究会Ⅱ,水2,上枝 美典,10279
"2, 3, 4",専門教育科目哲学専攻専門コース　研究会（４年生）,日本語,文/人哲,detail?ttblyr=2023&entno=09264&lang=jp,哲学研究会Ⅳ,水2,柏端 達也,09264
"2, 3, 4",専門教育科目哲学専攻専門コース　研究会（４年生）,日本語,文/人哲,detail?ttblyr=2023&entno=09962&lang=jp,哲学研究会Ⅳ,水2,上枝 美典,09962
"3, 4",専門教育科目倫理学専攻必修Ｂ,日本語,文/人倫,detail?ttblyr=2023&entno=00530&lang=jp,哲学倫理学原典講読Ⅰ（英）（倫理学専攻用）（３・４年生用）,水2,柘植 尚則,00530
"2, 3, 4",専門教育科目倫理学専攻必修Ｂ,日本語,文/人倫,detail?ttblyr=2023&entno=19055&lang=jp,哲学倫理学原典講読Ⅰ（独）（倫理学専攻用）,水2,石田 京子,19055
"2, 3, 4",専門教育科目倫理学専攻必修Ｂ,日本語,文/人倫,detail?ttblyr=2023&entno=19074&lang=jp,哲学倫理学原典講読Ⅰ（仏）（倫理学専攻用）,水2,荒谷 大輔,19074
2,専門教育科目倫理学専攻選択必修Ａ,日本語,文/人倫,detail?ttblyr=2023&entno=22426&lang=jp,倫理学洋書講読Ⅴ（２年生用）,水2,柘植 尚則,22426
"2, 3, 4",専門教育科目倫理学専攻選択必修Ｂ,日本語,文/人倫,detail?ttblyr=2023&entno=65497&lang=jp,東洋倫理思想Ⅰ,水2,水口 拓寿,65497
"3, 4",専門教育科目倫理学専攻必修Ｂ,日本語,文/人倫,detail?ttblyr=2023&entno=09833&lang=jp,哲学倫理学原典講読Ⅱ（英）（倫理学専攻用）（３・４年生用）,水2,柘植 尚則,09833
"2, 3, 4",専門教育科目倫理学専攻必修Ｂ,日本語,文/人倫,detail?ttblyr=2023&entno=19060&lang=jp,哲学倫理学原典講読Ⅱ（独）（倫理学専攻用）,水2,石田 京子,19060
"2, 3, 4",専門教育科目倫理学専攻必修Ｂ,日本語,文/人倫,detail?ttblyr=2023&entno=19089&lang=jp,哲学倫理学原典講読Ⅱ（仏）（倫理学専攻用）,水2,荒谷 大輔,19089
2,専門教育科目倫理学専攻選択必修Ａ,日本語,文/人倫,detail?ttblyr=2023&entno=22445&lang=jp,倫理学洋書講読Ⅵ（２年生用）,水2,柘植 尚則,22445
"2, 3, 4",専門教育科目倫理学専攻選択必修Ｂ,日本語,文/人倫,detail?ttblyr=2023&entno=07682&lang=jp,東洋倫理思想Ⅱ,水2,水口 拓寿,07682
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=02619&lang=jp,美学美術史学原典講読Ⅰ（英）（Ｅ）（要）,水2,西川 尚生,02619
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=02862&lang=jp,美学美術史学原典講読Ⅰ（英）（Ｃ）（要）,水2,金山 弘昌,02862
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=04334&lang=jp,美学美術史学原典講読Ⅰ（英）（Ｄ）（要）,水2,遠山 公一,04334
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=04846&lang=jp,美学美術史学原典講読Ⅰ（英）（Ａ）（要）,水2,神谷 久美子,04846
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=97324&lang=jp,美学美術史学原典講読Ⅰ（英）（Ｂ）（要）,水2,後藤 文子,97324
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=97563&lang=jp,美学美術史学原典講読Ⅰ（英）（Ｆ）（要）,水2,長屋 晃一,97563
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｃ,日本語,文/人美,detail?ttblyr=2023&entno=96639&lang=jp,美学美術史学原典講読Ⅲ（日）（要）,水2,内藤 正人,96639
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=99509&lang=jp,美学美術史学原典講読Ⅱ（英）（Ａ）（要）,水2,神谷 久美子,99509
